advisor_id,weight,keyphrase
178,0.8280953779056882,legionella genus
67,0.8280550119651585,antidepressant pharmacokinetics
86,0.8280396545011296,class struggle
65,0.8279990116927439,quality control
38,0.8279968385459889,laparoscopic cholecystectomy
134,0.8279709472520095,temporal relationships
180,0.8279566563946549,median voter models
89,0.8278920898408443,transfer learning
137,0.8278627042398062,Computational Social Science
22,0.8277584542879244,resource bottleneck
62,0.827745538858043,adaptive cache replacement
178,0.8276898131927561,pilot study
74,0.8276845894559288,general education curriculum
136,0.8276763690673937,efficacy outcomes
37,0.8276696078654099,private location sharing
163,0.8276680435848467,convolutional encoder
145,0.8276573990752358,biatrial maze procedure
82,0.8276357650337044,currency premia
74,0.8276318956563962,home care
44,0.8276298178663323,ensemble selection
143,0.827627526004832,network receptor
126,0.8275963401452298,co2ch4 mixtures
63,0.8275647409184631,cognitive radio networks realistic
14,0.8275613181712771,word segmentation
68,0.8274944122108735,granulosa cell differentiation
143,0.8274588149452762,trp potential
62,0.827452257520677,write throughput
148,0.8274321015789146,il1b gene transcription
3,0.8274084347786357,program termination
142,0.8274020675088417,material flow
14,0.8273971027980662,artificial general segmentation
1,0.8273582842682694,disorder questions
95,0.8273527169378795,baseline neutrino facility
154,0.8273351785179293,antioxidant properties
110,0.8273346270168549,financial institutions
173,0.8272111815732064,solar cells
24,0.8272057839409906,location injection attack
136,0.827201912192178,multiple sclerosis clinical practice
89,0.8271838752940815,ssvep electroencephalography based brain
173,0.8271769464570101,chalcogenide glass
64,0.8271677739834121,mr images
136,0.8271184352265141,mesenchymal stem cell transplantation
124,0.8271118815527745,new species
66,0.8271013543104561,tu1594 atg16l1
89,0.8270396368269651,protein conformation
177,0.8270102076812716,economic crisis incumbent performance
160,0.82699691247616,natural gas
65,0.8269968351375088,common data elements
50,0.8269667406631144,switching costs
71,0.8269583096732201,vital statistics
6,0.826949162076341,high healthcare use
140,0.8269422131783208,Problem-Based Learning Technology
116,0.8269401019362993,cost variation characterization
46,0.8268959179570401,chain smart contracts
67,0.826831017503596,level clinical data sets
154,0.8268165626590797,fat distribution
63,0.826781505967482,mobile healthcare
117,0.8266893190633932,cognitive load
183,0.8266822222092677,class gap
76,0.8266583614973736,retrospective cohort study
178,0.8266116124967601,antibiotic resistance genes
102,0.8265928616197399,tunable characteristics
93,0.826584581896324,better tomorrow
142,0.8265303781099546,fe vapour
139,0.826507388484177,cognitive processes
83,0.8264695530601622,prior knowledge
99,0.8263925812790005,bubble propulsion
61,0.8263884957929563,privacy preservation results
134,0.8263774092903458,software tool
178,0.8263750764549747,antibiotic resistance
101,0.8263527850928905,optimal design
178,0.8263255491973843,antibiotic resistance genes
95,0.8262405093557335,technical design report
75,0.8262303083962601,different shape
24,0.8262133982032482,internet service
171,0.8262037167104382,ray diffraction analysis
101,0.8261787736073342,efficient nv
9153,0.8261609278149463,data stream management systems
86,0.8261484261169921,capitalismy un extra
171,0.8261423509930764,weighted ensemble simulations
123,0.8261382495766632,polymer single nanowires
178,0.8261221681344952,surface water
105,0.8261184803514597,beauty suppression
169,0.826110295117211,clinical histopathologic
70,0.8261073433859778,academic medical center
152,0.8260821957593006,longitudinal functional analysis framework
94,0.8260749610025016,novel structure
68,0.8260697777274456,testis gene expression
9153,0.826056836987133,quality contracts
9153,0.826056836987133,quality contracts
122,0.8260521533267552,change materials
65,0.8260167086626947,resource discovery
61,0.8260104125867903,performances dependencies
74,0.8259733133268012,gene expression patterns
179,0.8259502636396886,interdependent duration analysis
127,0.8258564211909705,linguistic intercomprehension
63,0.8258183550384993,wifi direct networks
183,0.8258008803287663,caribbean costa rica
72,0.825788349655725,summarization methods
75,0.8257650117359377,high energy surfaces
128,0.8257546413964576,solvent effects
116,0.8257475239558615,practical synthesis
24,0.8257399224447173,interoperable cloud environments
82,0.8256935674407573,euro exchange rate
37,0.825624990436369,assurance indoor proximity
164,0.8256112139351831,consumer decision
116,0.8256032203561504,graph cuts inference
128,0.8255546671171009,dependent density
85,0.8255266813996078,nitrososphaera species
66,0.8255153541587296,interleukin-2-deficient mice
22,0.8254932846168004,Artificial intelligence
101,0.8254876607607853,neural network
35,0.8254681083468411,reflective glory
120,0.8254572633843709,thin films
105,0.8254420659815279,nonsinglet moments
124,0.8254324037214745,interfacial coox layers
157,0.8254135490431024,unscented external force estimation
118,0.8254102999353633,abrupt heterojunction bipolar transistors
152,0.8253786477276353,positive neuron subtypes
126,0.8253708809426406,operations management
22,0.8253656052576416,statistical grammar induction
13,0.8253331058342168,technical sessions
142,0.825234191792513,al alloy
115,0.8251580395756769,metastasis mechanisms
81,0.8251400437109166,intraoperative coagulopathy
25,0.8251301954627484,crowdsourced points
50,0.8251269021330718,speed scaling algorithms
38,0.8250899495844484,human perception
136,0.8250778808199252,exonucleasic domain
182,0.8250751657384777,wikipedia evidence
2,0.8250323787085087,cultural heritage images
81,0.8250310201515851,family history
23,0.8249685238019112,statistical analysis
128,0.8249424380367978,formic acid
78,0.8249327574925077,graphene sheets
1,0.8249317053082482,sb polymetallic district
122,0.8248157122751848,tunable smart glazing
120,0.8247970656420923,li intercalation
72,0.824770244880946,host invasion
123,0.8247271201586645,preliminary performance measurements
41,0.8246931247433995,balancing strategy
61,0.8246422677056033,novel subjective logic
75,0.8246384840795951,ultrafine size platinum
38,0.8246225247313598,discrete human input
65,0.8245985102758298,immunohistochemical staining
44,0.8245889291478585,back propagation applied
84,0.8245779952743055,subdural grid electrographic outcome
117,0.8245344536647652,bhattacharyya distance
120,0.8245064041376802,electrical characterization
169,0.8244532751217538,genetic alterations
49,0.8244495681742091,heterogeneous multicore processors
22,0.8243711742356927,level mt evaluation
49,0.8243354911935632,open end
177,0.8243099916127985,democratic republic
116,0.8242977511553589,power efficient graph cuts inference
102,0.8242812930551179,multiscale kernels
115,0.8242500805393773,metastatic colorectal cancer
96,0.8242306406813942,colored patterns
63,0.8242128435923555,aware fault
24,0.8242086192111793,cloud computing environments
75,0.8242014736524309,lipid peroxidation
16,0.8241840368431786,social navigation support
145,0.82416794473574,enzyme inhibitors report
173,0.8240205071143503,color conversion
13,0.8239919658625235,aware query optimizer
128,0.8239902412658333,short timescale ion dynamics
29,0.8239472982637733,trace data
75,0.823909549782798,ionic transport properties
65,0.8238577647329998,multicenter genomic research
65,0.8237707369661903,anatomic pathology laboratory information systems
118,0.8237672255718037,rf characteristics
56,0.8237189869903488,algebra learning
145,0.8237133181079216,multiparametric magnetic resonance
25,0.8235774825514232,older adults
102,0.8235760325465765,prostate segmentation
52,0.8235675562726765,student project
150,0.8235579668613202,corporate entrepreneurial leadership
120,0.8235362157991867,neuromorphic computing
72,0.8235279617040024,Translational Bioinformatics
16,0.8235264568308516,online communities
85,0.8235019229844025,longitudinal study
2,0.8234989151424774,educational recommendations transparent
25,0.8234546880759894,novel wayfinding service
169,0.8234396043657684,myelodysplastic syndrome
70,0.8233904759583413,emergency department
134,0.8233753891085401,Dendral and Mycin
136,0.8233590408798317,peg test
56,0.8233527410889054,carnegie mellon university
145,0.8233426837575306,pancreatic cysts
63,0.8233403572094202,network vulnerability hardness
22,0.823324863590431,statistical word
154,0.8232361764457168,novel feature selection strategy
108,0.8232227386031925,bean production
74,0.8231942981237352,craniofacial abnormalities
5,0.8231569232871547,practical intrusion
66,0.8231484297564937,human intestinal epithelial cells
20,0.8231383466439146,Spatial Information
142,0.8231317739933225,underwater wet fcaw process
177,0.8231214125288255,campaign effects
40,0.8230915537783695,pilot study
63,0.8230663375649792,effective cognitive undersea network
90,0.8230508629907883,brain barrier
72,0.8230460429376248,human interactome prediction system
132,0.8230351376607783,genome signature distinguishing chromosomes
6,0.8230278809666989,increased diarrhea
178,0.8230131774849788,water distribution systems
89,0.822979908119498,transfer learning
112,0.8229590629783397,diazonium reagents
62,0.8229432225328581,crossbar resistive memory
64,0.8229421532551938,dimensional pattern classification
14,0.8229212767845511,verb phrases
95,0.8229195853147846,population parameter
24,0.8229073357107318,mucass-2008 organizers
63,0.8228334277042849,transport protocols
140,0.8227590637816073,gendered patterns
138,0.8227542716259317,generation inhibitor
57,0.8227094269153226,enforcement mechanisms
62,0.8227042208046387,hot page remapping
68,0.8227034387827308,b3 breast needle core biopsy
66,0.8227002810209813,enzyme a20
127,0.8226919680354751,economic financial
71,0.822669219750007,adverse drug reactions
68,0.8226629328687893,ovarian cancer
126,0.8226198819614305,co2 thickeners
111,0.822613637841747,defects states
1,0.8226109336355717,guangdong province
95,0.8225749902353169,breast cancer mechanism
173,0.8225536151171389,raman cavity
65,0.8225416042586603,rna sequencing
67,0.8225315353015403,life sciences data
142,0.8224940959821682,numerical analysis
91,0.8224918295402603,resilient control
50,0.822390871650687,change memory
37,0.8223813103174212,adaptive modelling
90,0.8223369547068903,speech analytics
74,0.822322152221112,healthcare providers
24,0.8223213966308638,access control framework
117,0.8222768345760921,impairment detection
135,0.8222674123415847,blood biomarkers
117,0.8222355190116184,anesthesia machines
95,0.8221805730274782,sahiwal district
137,0.8221364295856276,adverse classification
72,0.8220748524740754,phenotypic variability
57,0.822065069926512,real options
142,0.8220480706841231,triple ccd cameras
36,0.8219622104378975,multiple affective states
61,0.8219513137960377,data credence
183,0.8219264081605713,connected caribbean
24,0.8219103325364525,insider attacks
145,0.8218502241486701,prospective fda
95,0.8218144715687516,phonological description
25,0.8218024046654521,spatial analysis
173,0.8217965967915857,cayal3o7 pr3 ce3
168,0.8217540862398394,upstream demand
90,0.8216533057567794,specialist nurse support
47,0.8215788258987619,random exploration
67,0.8215529141547379,simple approach
26,0.8215438705560335,things systems
25,0.8215216374418952,real case study
24,0.8215011806019274,Access Control
16,0.821416077661335,potential experts
62,0.8213877855387745,effective memory bandwidth sharing
90,0.8213833488601923,united states
54,0.8212322658444327,optimizing data access parallelism
95,0.8211981183648456,chemical characteristics
118,0.821191140314248,linear model
89,0.8211723640168654,active touch
165,0.8211704111985253,Multivariate analysis
111,0.821124948293946,reliable flexible perovskite solar cells
50,0.8210469632880619,efficient online algorithms
138,0.8210293816937594,nmr chemical shifts
29,0.8210159086709475,sensor networks
99,0.8210086320541254,heavy metals
145,0.8209647212836669,extratesticular regions
99,0.8209088140907852,efficient light
38,0.8208255632366723,robot swarm self
29,0.8208186679532463,information assurance
56,0.8207968326846826,fourth workshop
65,0.8207949832177663,source tool
168,0.8207679757642512,macroecological extinction estimates
72,0.8207416474580822,collaborative discovery
158,0.8207229429213829,correlation identification
61,0.8206947182044475,sensor networks
90,0.8206835492730314,systems analysis toolset
117,0.8206595309633969,residential care communities
110,0.8206023179914462,activist capitalism elite networks
62,0.8205344894372051,simultaneous multikernel fine
172,0.820512745627893,like domain
29,0.8205114058143277,collaborative big data
56,0.8205095775287121,peer tutoring
173,0.8204965467562999,selenium color centers
47,0.8204794055847098,relevant diverse
117,0.8204254186235606,normal swallows
54,0.8204116743257964,application performance
143,0.8204102845494454,neuraminidase secondary site
81,0.8204033474320344,globus medicus
65,0.820401838567741,dermal lymphatic invasion
2,0.8203858393390833,acm conference
145,0.8203505535759172,prostate artery embolization
81,0.8203430991299203,stereoscopic visualization
135,0.8203275513720458,31st annual meeting
116,0.8203220268118915,mrf map inference
137,0.8202942694734464,review index
34,0.820290475708544,solar potential estimation
102,0.8202778549368529,configurational abnormalities
66,0.820273518983471,tumor growth
135,0.8201760351727636,evolutionary rates
142,0.8201652206727038,processes parameters microstructures
2,0.820152105866247,adaptive textbooks
128,0.8201410993525432,dependent hartree
59,0.8200883324292303,social connection
104,0.8200683963843464,path departure synthesis report
142,0.8200186850849497,metal transfer influences
150,0.8199729466745171,moral understandings alternative
117,0.8199282549499468,ftcd brain
148,0.8199029137317153,novel modulation factor
105,0.8198863236889797,standard model
101,0.8198517858433425,path reuse maximization
135,0.8198401842433044,robust latent variable approach
47,0.8198365258103096,Location-based Social Networks
84,0.8197869378217302,specific modeling
78,0.8197742444547906,diffusion potential
136,0.8197100782725065,symbol digit modalities
121,0.8196996318264738,fluid flows
18,0.8196970821819332,serial functional diffusion mapping
171,0.8196890197893394,thermodynamic basis
59,0.8196527116583162,exploratory investigation
93,0.8195931485127808,energy storage devices
36,0.8195606169904167,editor roles
150,0.8195518116090637,job satisfaction reinforcement practices
154,0.8195276390987539,traditional chinese medicines
70,0.8194698817822498,hospital admissions
138,0.8194579130877844,crossdocked data set
38,0.8193962705539286,bandwidth limitations
93,0.8193819631969133,cathode materials
61,0.8193686169425505,ares automatic disaggregation
79,0.8193474073505669,biological information
78,0.8193172201554227,tip expansion
88,0.8193068380649963,data credence
63,0.8192696289629503,cloud computing
22,0.819266182833916,chinese room
61,0.8192522549651822,information fusion
9153,0.8191871990742159,unstructured peer
145,0.8191682031299959,magnetization transfer mri
95,0.8191610306002073,varactor frequency tripler
82,0.8191342991456185,prospect theory
63,0.819104661665509,high performance computing
123,0.8190470602524355,bolometeric detector arrays
74,0.818972336879209,initial qualitative investigation
105,0.8189691844003867,cms experiments
118,0.8189524004119084,device implementation
35,0.8189434520555036,voila visual anomaly detection
121,0.8189401503233503,casson fluid model
66,0.818926399399139,colon carcinoma cells
61,0.8189083884164989,mobile robot
22,0.8188640649927703,ungrammatical sentences
70,0.8188398136231749,united states
93,0.818797520820674,secondary batteries
136,0.8187948182690878,fluent study
122,0.8187918413450413,phase-change photonics
144,0.8187811502178333,mutant versions
13,0.8187521663354903,exploratory queries
134,0.8187231666999875,misclassification costs
46,0.8186720293814097,heterogeneous information networks
131,0.818613518079836,compressible flows
135,0.8185921461908401,hormone gene expression
160,0.8185460301613441,organic carbon
154,0.8184948495957736,cardiovascular risk factors
38,0.8184514095109551,collective sensemaking
64,0.8184314966440016,tuberculosis type classification
118,0.8184148434628301,boost converter
77,0.8184082267089312,reperfusion injury
102,0.8183862959574907,asynchronous stochastic frank
148,0.8183816797907265,lower granite dam spawn year
56,0.8183444195381903,cognitive tutors
1,0.8182980457142469,image descriptions
145,0.818256371244233,mr elastography
133,0.8182509180240295,bronchoalveolar lavage cells transcriptome
61,0.8182287044494606,sensor networks
148,0.818218705965709,modern protocols procedures
143,0.8182156910098548,crystaldock leveraging
65,0.8181927576015765,generation sequencing technology
111,0.818173625291749,ammonia detection
36,0.8181587522067154,annotation effort
81,0.8181306538431679,medical centers
13,0.8180935525999715,influenza surveillance
94,0.8180810756755605,simulation study
74,0.818071948619386,d38 flying
16,0.8180690756062897,early detection
14,0.8180554948002275,case study
65,0.8178219806367041,digital pathology association pathology visions
78,0.817788554945453,charge transfer
139,0.8177844264973542,assessing collaborative distance learning
64,0.8177532485850166,mci patients
65,0.8176947436605931,genomic research
55,0.8176606726546267,disaster recovery power
29,0.8176388770410762,physical distance
85,0.8176361922309319,active microbial cells
72,0.8176202249957388,omse tamil search engine
18,0.8176015558768659,quantitative biomarker
56,0.8174825377176871,data visualization mining
19,0.8174723936598012,multiple experts
14,0.8174274049346929,collaborative analysis environment
118,0.8174205290379261,fiber optic demonstrator system
89,0.8173737748417991,gaussian clutter
78,0.8173687088602337,molecule water clusters
115,0.8173405778952656,neoadjuvant hormone therapy
19,0.8173341123398302,clinical time series prediction
171,0.8172652553871382,molecular simulation
118,0.8172491040882269,technology meeting
87,0.8172287344559195,federal spending
62,0.8171963721842126,pagecmp bandwidth efficient page deduplication
38,0.8171734347528408,mechanism design model
68,0.8171537548639481,mouse testis
19,0.8171248210829887,latent variable model
93,0.8171243340068889,carbon nanotubes
85,0.8170657919679366,rapid transfer
8,0.8170571649469024,paper prototyping
142,0.8170524042421161,plasma arc welding
2,0.8170398703521835,global search approach
148,0.8169905266884652,mississippi river basin
44,0.8169887074415816,hybrid neuroprosthetic system
74,0.8169773613026811,bronchoalveolar lavage cells
96,0.8169767521175512,Cyber-Physical Systems
88,0.8169594993286681,machine learning
37,0.8169276341563553,distributed proofs
55,0.8169108206389787,simple protocol
36,0.8168895105601612,automatic scoring
37,0.8168695128431765,tour puzzles
178,0.816863029830124,deep learning approach
19,0.8168460310314875,electronic medical record system
89,0.8167682450989184,Brain Computer Interfaces
63,0.8167250155401361,multipacket feedback
158,0.8167147865022474,minimum achievable secrecy rate
143,0.8166949410682481,novel algorithm
35,0.8166618764878412,disaster management
71,0.8166586504902895,prescription management
117,0.8166531173639412,transfer learning
61,0.8166454097842947,collective intelligence
86,0.8166362047166434,business cycles
16,0.8166288798229256,hoc evaluation
79,0.8166220797535836,computational methods
57,0.8166004440557646,wireless network virtualization opportunities
76,0.8165864635962691,medicaid patients
157,0.8165297897741972,Spike train data analysis
69,0.8165139000029833,belief networks
24,0.8164847957424074,access control mechanisms
8,0.8164842785237313,presence state
76,0.8164615810794702,moderate creatinine elevation
57,0.8164598449004846,collaborative enforcement mechanism
111,0.8164400845794757,adaptable end effector
84,0.8164326288017721,genetic differences
136,0.8164094703832195,pulmonary vascular disease
132,0.8163775638330992,genome landscape
115,0.8163547824256709,fat diet
74,0.8163507974025443,common monitoring variables
128,0.8162527984230937,functional theory
52,0.8161738252612953,collaborative learning
93,0.816159081290231,enhanced capacitive energy storage
52,0.8161285900160299,face information literacy course
154,0.8160843633932527,wind speed forecasting methods
85,0.8160039293176009,new perspective
8,0.8159890215832734,inaudible acoustic beacons
136,0.8159740891475363,chronic lymphocytic leukemia
99,0.8159607678599079,Cyber-physical systems and Internet of Things
50,0.8159588460080296,immediate dispatch
121,0.8158303927378251,anomalous heat transfer
126,0.8158141040172341,androgen receptor
148,0.8158127345563347,protein interaction
128,0.8158095979125954,charge transfer
24,0.815808204039064,inconsistent preferences
136,0.8157734179347701,cut lung slices
65,0.8157381452028326,sarcoidosis rnaseq
137,0.8157152916420067,democratization relationship
17,0.8156805047066885,term implications
82,0.8156590889590601,danmark nationalbank intervention operations
136,0.8156348516849284,parental death
55,0.815605837398619,secure neighborhood creation
64,0.8155387965528161,tuberculosis task
104,0.8155281385525245,book review
144,0.8155243504975679,saccharomyces cerevisiae
96,0.8154551647438156,hypothesis tracking
2,0.8154208219793397,dynamic knowledge
62,0.8154067855679595,Computer architecture
56,0.8153015132050452,adaptive human guidance
124,0.8152706920289544,postmenopausal bone loss
133,0.8152531889648654,lung fibrosis
61,0.8152122011812194,user modeling servers
101,0.8152022888068887,low overhead online data flow
62,0.8151974944219679,efficient code update scheme
89,0.815141758200373,radar networks
116,0.8151153608199946,markov random field
9153,0.8150960464958921,intensive scientific computing
38,0.8150438636665269,energy generation
25,0.8150313741500967,scale resource allocation
4,0.8150141866184202,way players pool resources
61,0.814963756303169,historical information fusion
173,0.814959543792375,chalcogenide composite
56,0.8149362611771345,aware applications
120,0.8148679746537633,neuromorphic computing
76,0.8148616286284984,baseline total kidney volume
63,0.8148504382356195,dynamic wireless networks
92,0.8148492163052813,finite element analysis
102,0.8148415926820287,deep sparse recurrent auto
173,0.8148010826297081,radiative emission
128,0.8147969457745261,soluble dimeric complex rucp
70,0.8147905544659871,kidney transplant recipients
142,0.8147837340525463,ultrasonic vibrations
139,0.8147668729618166,critical research issues
136,0.8147579017099238,multiple sclerosis
140,0.8147552586259136,science curriculum materials
95,0.8147530338841609,baseline neutrino facility
35,0.8147364792886289,miner interactive visual group mining
114,0.8147033692464406,biological circuits
18,0.8146477618476947,3d convolutional neural networks
16,0.8146304812309545,social navigation
16,0.8146220136623806,local communities
173,0.8145937817844255,white led
148,0.8145617357946107,abl kinase activity
102,0.8145364907238373,mr images
114,0.814536155194686,cell signaling models
105,0.8144531630721142,distance optical tweezer
141,0.8144228909571978,peer coordination
94,0.8144075221947529,monolithic integration
139,0.8144065955400499,cognitive simulation
177,0.8143985830300217,campaign effects
70,0.8143848563030571,advanced airway management success rates
94,0.8143264571273554,eustachian tube
65,0.8143150438154121,national mesothelioma virtual bank cohort
177,0.8142865729026034,reciprocal causation
25,0.8142618872831435,biopower supply chains
64,0.8142222319418138,semantic segmentation
80,0.8141542389708887,composable ehrs
116,0.814115209092276,efficient handling
29,0.8141139329486813,topological resilience
110,0.8140942277639771,transition economy evidence
143,0.8140842951069522,tryptophan contributions
118,0.8140826675451451,variable speed drive applications
56,0.8140699095248751,cognitive tutors
93,0.8140505835494664,fast interfacial transport
74,0.8140284276738974,peripheral blood mononuclear cells
174,0.8140047773891227,green party
142,0.813966040608249,topside view
163,0.8139445048978327,deep reinforcement learning
150,0.8139439064206988,level managers
127,0.8139366988359423,del proceso
34,0.8138944335428022,electricity distribution networks
80,0.813859911715642,electronic health record
72,0.8138557798591142,telugu nouns
173,0.8138441550836779,thermal expansion
129,0.8138400705457036,chiroptical properties
72,0.8138333938129884,average shortest path length
121,0.8137914883410617,unsteady flow
120,0.8137701141417453,low power phase change memory
28,0.813726290527242,relative attribute feedback
132,0.8137187596722681,vivo screen
80,0.8137059099218042,community practice settings
